,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,engine-type,num-of-cylinders,fuel-system,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,engine-type,num-of-cylinders,fuel-system,lnprice
10,97.0,190.0,63.0,55.0,2234,86,4.0,3.0,9.0,71.0,5255.0,29,19,nissan,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,mpfi,-0.29028214844392364,1.2473515937029158,-1.2274899080906096,0.4304364963672663,-0.6106349240230654,-0.9316657132335151,2.005129946555895,-0.7149588219482322,-0.26519700311649785,-0.8122465759186082,0.17714622439901276,0.37868048496620516,-1.5863357028698508,12.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,5.0,8.536407410340042
11,105.0,173.0,60.0,54.0,2349,83,4.0,3.0,10.0,112.0,5631.0,34,29,dodge,gas,turbo,two,hatchback,rwd,front,ohc,cuatro-o-menos,mpfi,1.0055600394480466,-0.07661482121628115,-2.6060466602747216,0.03823923316246409,-0.38331160022537986,-1.0047773550349461,2.005129946555895,-0.7149588219482322,-0.018712297253437236,0.2518602416874502,0.9282115922700379,1.0671904576320328,-0.20990559191987163,4.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,8.916640227198839
12,96.0,171.0,65.0,57.0,2535,124,3.0,3.0,8.0,126.0,5937.0,26,20,saab,gas,std,two,hatchback,fwd,front,dohc,cinco-seis,mpfi,-0.45226242193041993,-0.23237557591265726,-0.30845207330120183,1.2148310227768706,-0.015640833039557968,-0.005584917082053884,-1.1100382769902901,-0.7149588219482322,-0.5116817089795584,0.6152137891626897,1.5394509608033722,-0.034425498633291376,-1.448692691774853,17.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,8.959825623865841
13,98.0,185.0,61.0,54.0,2106,80,4.0,3.0,22.0,173.0,5741.0,34,32,bmw,diesel,turbo,two,hatchback,4wd,front,ohcf,cinco-seis,idi,-0.12830187495742734,0.8579497069619755,-2.146527742880018,0.03823923316246409,-0.8636556670326633,-1.0778889968363774,2.005129946555895,-0.7149588219482322,2.9391041731032903,1.8350435556867077,1.1479381626578378,1.0671904576320328,0.20302344136512213,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,3.0,9.012742727629712
14,100.0,166.0,64.0,53.0,3439,87,4.0,3.0,7.0,75.0,5861.0,39,17,audi,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,mpfi,0.19565867201556522,-0.6217774626535975,-0.7679709906959058,-0.3539580300423381,1.7713181644657268,-0.9072951659663714,2.005129946555895,-0.7149588219482322,-0.7581664148426192,-0.7084312766399684,1.3876398758081652,1.7557004302978603,-1.8616217250598468,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,5.0,8.204945165019208
15,100.0,154.0,63.0,54.0,2572,99,3.0,3.0,7.0,48.0,6031.0,38,47,audi,diesel,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,mpfi,0.19565867201556522,-1.556341990831854,-1.2274899080906096,0.03823923316246409,0.05749797548665391,-0.6148485987606468,-1.1100382769902901,-0.7149588219482322,-0.7581664148426192,-1.4091845467707873,1.7272173027711286,1.6179984357646948,2.267668607790091,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,5.0,8.491875383431948
16,93.0,172.0,64.0,56.0,2108,85,4.0,3.0,8.0,81.0,5037.0,46,27,volvo,diesel,turbo,two,hatchback,fwd,front,ohc,cuatro-o-menos,mpfi,-0.9382032423899088,-0.1544951985644692,-0.7679709906959058,0.8226337595720684,-0.8597022179231383,-0.9560362605006588,2.005129946555895,-0.7149588219482322,-0.5116817089795584,-0.5527083277220086,-0.25831188782408165,2.719614392030019,-0.4851916141098675,21.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,5.0,9.411810747608898
17,97.0,149.0,65.0,51.0,2147,125,3.0,4.0,8.0,106.0,5897.0,31,34,toyota,gas,std,two,hatchback,rwd,front,ohc,cuatro-o-menos,2bbl,-0.29028214844392364,-1.9457438775727944,-0.30845207330120183,-1.1383525564519426,-0.7826099602874015,0.018785630185089833,-1.1100382769902901,2.2817250283412522,-0.5116817089795584,0.09613729276949042,1.4595503897532631,0.6540844740325362,0.478309463555118,19.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,9.094143577573671
18,95.0,173.0,63.0,52.0,2047,101,4.0,3.0,9.0,83.0,4951.0,24,37,peugot,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,mpfi,-0.6142426954169162,-0.07661482121628115,-1.2274899080906096,-0.7461552932471402,-0.9802824157636498,-0.5661075042263594,2.005129946555895,-0.7149588219482322,-0.26519700311649785,-0.5008006780826887,-0.4300981155818161,-0.30982948769962243,0.8912384968401117,13.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,9.547312483639047
19,99.0,158.0,66.0,54.0,2144,111,4.0,2.0,8.0,128.0,5451.0,45,16,plymouth,gas,turbo,four,sedan,4wd,front,ohc,cuatro-o-menos,mpfi,0.03367839852906895,-1.244820481439102,0.15106684409350213,0.03823923316246409,-0.7885401339516889,-0.3224020315549222,2.005129946555895,-3.711642672237717,-0.5116817089795584,0.6671214388020096,0.5686590225445471,2.5819123974968536,-1.9992647361548446,14.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,5.0,10.030340443532051
20,100.0,185.0,64.0,53.0,2960,76,4.0,3.0,8.0,140.0,4533.0,38,28,subaru,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,spdi,0.19565867201556522,0.8579497069619755,-0.7679709906959058,-0.3539580300423381,0.8244671027344974,-1.1753711859049523,2.005129946555895,-0.7149588219482322,-0.5116817089795584,0.978567336637929,-1.2650590830554558,1.6179984357646948,-0.34754860301486956,18.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,9.69609431131315
21,116.0,164.0,63.0,56.0,2547,81,4.0,3.0,10.0,102.0,5890.0,23,28,dodge,diesel,std,four,sedan,fwd,front,ohcv,cinco-seis,mpfi,2.787343047799506,-0.7775382173499736,-1.2274899080906096,0.8226337595720684,0.00807986161759183,-1.0535184495692336,2.005129946555895,-0.7149588219482322,-0.018712297253437236,-0.0076780065091494295,1.445567789819494,-0.44753148223278794,-0.34754860301486956,4.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,5.0,8.35983738064003
22,90.0,179.0,67.0,56.0,2571,63,4.0,3.0,7.0,116.0,5224.0,37,45,dodge,gas,std,two,sedan,fwd,front,ohc,cuatro-o-menos,idi,-1.4241440628493975,0.39066744287284716,0.6105857614882061,0.8226337595720684,0.055521250931891426,-1.4921883003778205,2.005129946555895,-0.7149588219482322,-0.7581664148426192,0.35567554096609,0.11522328183517823,1.4802964412315294,1.9923825856000952,4.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,4.0,3.0,8.36799688505411
23,94.0,192.0,62.0,50.0,1795,103,3.0,3.0,8.0,95.0,4273.0,36,22,toyota,gas,std,two,convertible,rwd,front,ohc,cinco-seis,2bbl,-0.7762229689034125,1.4031123483992918,-1.6870088254853137,-1.5305498196567446,-1.4784170035637956,-0.5173664096920719,-1.1100382769902901,-0.7149588219482322,-0.5116817089795584,-0.18935478024676916,-1.7844127948811648,1.342594446698364,-1.173406669584857,19.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,8.509362612301048
24,108.0,171.0,64.0,53.0,2349,66,4.0,3.0,8.0,131.0,5965.0,26,26,mercedes-benz,gas,turbo,four,convertible,fwd,front,ohc,cinco-seis,mpfi,1.4915008599075354,-0.23237557591265726,-0.7679709906959058,-0.3539580300423381,-0.38331160022537986,-1.4190766585763894,2.005129946555895,-0.7149588219482322,-0.5116817089795584,0.7449829132609894,1.5953813605384486,-0.034425498633291376,-0.6228346252048654,9.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,8.497398564088058
25,91.0,189.0,67.0,62.0,2365,113,3.0,3.0,7.0,95.0,5926.0,25,29,subaru,gas,std,two,hatchback,fwd,front,ohc,cinco-seis,2bbl,-1.2621637893629014,1.1694712163547276,0.6105857614882061,3.1758173388008815,-0.3516840073491801,-0.27366093702063476,-1.1100382769902901,-0.7149588219482322,-0.7581664148426192,-0.18935478024676916,1.5174783037645923,-0.1721274931664569,-0.20990559191987163,18.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,6.049733455231958
26,92.0,189.0,65.0,53.0,3318,128,3.0,3.0,8.0,119.0,5465.0,27,39,volkswagen,gas,std,four,sedan,fwd,front,ohcv,cuatro-o-menos,2bbl,-1.100183515876405,1.1694712163547276,-0.30845207330120183,-0.3539580300423381,1.5321344933394665,0.09189727198652098,-1.1100382769902901,-0.7149588219482322,-0.5116817089795584,0.4335370154250699,0.5966242224120853,0.10327649589987414,1.1665245190301077,20.0,1.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,1.0,8.566935283311052
27,92.0,169.0,66.0,55.0,2241,90,3.0,4.0,9.0,55.0,5783.0,28,35,audi,gas,std,two,convertible,fwd,front,ohc,cuatro-o-menos,mpfi,-1.100183515876405,-0.38813633060903335,0.15106684409350213,0.4304364963672663,-0.596797852139728,-0.8341835241649402,-1.1100382769902901,2.2817250283412522,-0.26519700311649785,-1.2275077730331676,1.2318337622604525,0.24097849043303965,0.6159524746501159,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,5.0,8.271036865792954
28,92.0,191.0,64.0,53.0,2062,85,3.0,4.0,8.0,89.0,4089.0,17,36,mitsubishi,gas,std,four,hardtop,fwd,front,ohc,cinco-seis,mpfi,-1.100183515876405,1.3252319710511038,-0.7679709906959058,-0.3539580300423381,-0.9506315474422126,-0.9560362605006588,-1.1100382769902901,2.2817250283412522,-0.5116817089795584,-0.3450777291647289,-2.1519554217116665,-1.273743449431781,0.7535954857451138,11.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,8.91018077801329
29,101.0,186.0,65.0,56.0,2408,83,3.0,3.0,8.0,66.0,4849.0,51,27,honda,diesel,std,two,sedan,fwd,front,ohc,cinco-seis,mpfi,0.35763894550206154,0.9358300843101636,-0.30845207330120183,0.8226337595720684,-0.26668485149439336,-1.0047773550349461,-1.1100382769902901,-0.7149588219482322,-0.5116817089795584,-0.942015700016908,-0.6338445717595942,3.408124364695847,-0.4851916141098675,5.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,5.0,8.559486103606488
30,96.0,149.0,64.0,49.0,2414,147,3.0,3.0,7.0,136.0,5523.0,23,18,mercedes-benz,gas,std,two,sedan,fwd,front,ohc,cinco-seis,2bbl,-0.45226242193041993,-1.9457438775727944,-0.7679709906959058,-1.922747082861547,-0.2548245041658184,0.5549376700622516,-1.1100382769902901,-0.7149588219482322,-0.7581664148426192,0.8747520373592892,0.7124800504347435,-0.44753148223278794,-1.7239787139648488,9.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,7.694392802629421
31,108.0,174.0,63.0,57.0,2763,94,4.0,3.0,8.0,80.0,5238.0,37,34,toyota,gas,std,four,convertible,fwd,front,l,cuatro-o-menos,mpfi,1.4915008599075354,0.0012655561319069048,-1.2274899080906096,1.2148310227768706,0.4350523654462882,-0.7367013350963654,2.005129946555895,-0.7149588219482322,-0.5116817089795584,-0.5786621525416685,0.1431884817027164,1.4802964412315294,0.478309463555118,19.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,9.13097243659261
32,109.0,179.0,64.0,50.0,2180,88,4.0,3.0,7.0,94.0,5005.0,23,27,subaru,gas,std,four,wagon,fwd,front,ohcf,cuatro-o-menos,mpfi,1.6534811333940318,0.39066744287284716,-0.7679709906959058,-1.5305498196567446,-0.7173780499802395,-0.8829246186992277,2.005129946555895,-0.7149588219482322,-0.7581664148426192,-0.2153086050664291,-0.3222323446641689,-0.44753148223278794,-0.4851916141098675,18.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,2.0,5.0,9.115809888129949
33,97.0,196.0,63.0,58.0,3146,172,3.0,4.0,25.0,55.0,5292.0,31,36,chevrolet,gas,std,four,hatchback,fwd,front,ohc,cuatro-o-menos,mpfi,-0.29028214844392364,1.7146338577920441,-1.2274899080906096,1.607028285981673,1.1921378699203193,1.1642013517408445,-1.1100382769902901,2.2817250283412522,3.678558290692472,-1.2275077730331676,0.2510542526203636,0.6540844740325362,0.7535954857451138,3.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,5.0,8.37378460812088
34,96.0,201.0,67.0,61.0,3116,192,3.0,4.0,9.0,66.0,5671.0,34,26,mercedes-benz,diesel,std,four,hatchback,rwd,front,dohc,cuatro-o-menos,mpfi,-0.45226242193041993,2.1040357445329843,0.6105857614882061,2.7836200755960796,1.1328361332774448,1.6516122970837188,-1.1100382769902901,2.2817250283412522,-0.26519700311649785,-0.942015700016908,1.008112163320147,1.0671904576320328,-0.6228346252048654,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,6.760414691083428
35,88.6,168.8,64.1,48.8,2548,130,3.47,2.68,9.0,111.0,5000.0,21,27,alfa-romero,gas,std,two,convertible,rwd,front,dohc,cuatro-o-menos,mpfi,-1.6509164457304935,-0.4037124060786701,-0.722019098956438,-2.0011865355025082,0.010056586172354312,0.1406383665208084,0.3540907880764175,-1.6738976540408668,-0.26519700311649785,0.2259064168677902,-0.3322199160454325,-0.722935471299119,-0.4851916141098675,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,9.510074525452104
36,88.6,168.8,64.1,48.8,2548,130,3.47,2.68,9.0,111.0,5000.0,21,27,alfa-romero,gas,std,two,convertible,rwd,front,dohc,cuatro-o-menos,mpfi,-1.6509164457304935,-0.4037124060786701,-0.722019098956438,-2.0011865355025082,0.010056586172354312,0.1406383665208084,0.3540907880764175,-1.6738976540408668,-0.26519700311649785,0.2259064168677902,-0.3322199160454325,-0.722935471299119,-0.4851916141098675,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,9.711115659888671
37,94.5,171.2,65.5,52.4,2823,152,2.68,3.47,9.0,154.0,5000.0,19,26,alfa-romero,gas,std,two,hatchback,rwd,front,ohcv,cinco-seis,mpfi,-0.6952328321601643,-0.21679950044302052,-0.07869261460384984,-0.58927638796522,0.5536558387320372,0.6767904063979702,-2.1068921085250687,0.693482587687826,-0.26519700311649785,1.3419208841131685,-0.3322199160454325,-0.9983394603654501,-0.6228346252048654,0.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,3.0,5.0,9.711115659888671
38,99.8,176.6,66.2,54.3,2337,109,3.19,3.4,10.0,102.0,5500.0,24,30,audi,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,mpfi,0.16326261731826552,0.2037545372371954,0.24297062757244423,0.15589841212390362,-0.4070322948825296,-0.37114312608920963,-0.5181563145165151,0.48371471816756123,-0.018712297253437236,-0.0076780065091494295,0.6665372220809308,-0.30982948769962243,-0.07226258082487372,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,9.543234787249512
39,99.4,176.6,66.4,54.3,2824,136,3.19,3.4,8.0,115.0,5500.0,18,22,audi,gas,std,four,sedan,4wd,front,ohc,cinco-seis,mpfi,0.09847050792366839,0.2037545372371954,0.3348744110513863,0.15589841212390362,0.5556325632867997,0.2868616501236707,-0.5181563145165151,0.48371471816756123,-0.5116817089795584,0.32972171614643003,0.6665372220809308,-1.1360414548986155,-1.173406669584857,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,9.767094927630573
40,99.8,177.3,66.3,53.1,2507,136,3.19,3.4,8.5,110.0,5500.0,19,25,audi,gas,std,two,sedan,fwd,front,ohc,cinco-seis,mpfi,0.16326261731826552,0.25827080138092834,0.288922519311912,-0.31473830372185735,-0.0709891205729075,0.2868616501236707,-0.5181563145165151,0.48371471816756123,-0.3884393560480282,0.19995259204813026,0.6665372220809308,-0.9983394603654501,-0.7604776362998633,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,5.0,9.632334782035558
41,105.8,192.7,71.4,55.7,2844,136,3.19,3.4,8.5,110.0,5500.0,19,25,audi,gas,std,four,sedan,fwd,front,ohc,cinco-seis,mpfi,1.1351442582372433,1.4576286125430227,2.632468998024906,0.7049745806106289,0.5951670543820493,0.2868616501236707,-0.5181563145165151,0.48371471816756123,-0.3884393560480282,0.19995259204813026,0.6665372220809308,-0.9983394603654501,-0.7604776362998633,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,5.0,9.781884730776879
42,105.8,192.7,71.4,55.7,2954,136,3.19,3.4,8.5,110.0,5500.0,19,25,audi,gas,std,four,wagon,fwd,front,ohc,cinco-seis,mpfi,1.1351442582372433,1.4576286125430227,2.632468998024906,0.7049745806106289,0.8126067554059225,0.2868616501236707,-0.5181563145165151,0.48371471816756123,-0.3884393560480282,0.19995259204813026,0.6665372220809308,-0.9983394603654501,-0.7604776362998633,1.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,5.0,9.847974842605868
43,105.8,192.7,71.4,55.9,3086,131,3.13,3.4,8.3,140.0,5500.0,17,20,audi,gas,turbo,four,sedan,fwd,front,ohc,cinco-seis,mpfi,1.1351442582372433,1.4576286125430227,2.632468998024906,0.7834140332515876,1.0735343966345703,0.16500891378795213,-0.7050664079292864,0.48371471816756123,-0.4377362972206401,0.978567336637929,0.6665372220809308,-1.273743449431781,-1.448692691774853,1.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,5.0,10.08058716534893
44,99.5,178.2,67.9,52.0,3053,131,3.13,3.4,7.0,160.0,5500.0,16,22,audi,gas,turbo,two,hatchback,4wd,front,ohc,cinco-seis,mpfi,0.11466853527231709,0.3283631409942958,1.0241527871434422,-0.7461552932471402,1.0083024863274084,0.16500891378795213,-0.7050664079292864,0.48371471816756123,-0.7581664148426192,1.4976438330311284,0.6665372220809308,-1.4114454439649466,-1.173406669584857,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0,
45,101.2,176.8,64.8,54.3,2395,108,3.5,2.8,8.8,101.0,5800.0,23,29,bmw,gas,std,two,sedan,rwd,front,ohc,cuatro-o-menos,mpfi,0.3900350001993612,0.21933061270683432,-0.4003558567801439,0.15589841212390362,-0.2923822707063056,-0.39551367335635335,0.44754583478280247,-1.3142955920061297,-0.3144939442891098,-0.03363183132880939,1.2657915049567487,-0.44753148223278794,-0.20990559191987163,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,5.0,9.706864211031315
46,101.2,176.8,64.8,54.3,2395,108,3.5,2.8,8.8,101.0,5800.0,23,29,bmw,gas,std,four,sedan,rwd,front,ohc,cuatro-o-menos,mpfi,0.3900350001993612,0.21933061270683432,-0.4003558567801439,0.15589841212390362,-0.2923822707063056,-0.39551367335635335,0.44754583478280247,-1.3142955920061297,-0.3144939442891098,-0.03363183132880939,1.2657915049567487,-0.44753148223278794,-0.20990559191987163,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,5.0,9.736547097780475
47,101.2,176.8,64.8,54.3,2710,164,3.31,3.19,9.0,121.0,4250.0,21,28,bmw,gas,std,two,sedan,rwd,front,ohc,cinco-seis,mpfi,0.3900350001993612,0.21933061270683432,-0.4003558567801439,0.15589841212390362,0.3302859640438766,0.9692369736036948,-0.14433612769097257,-0.1455888903932304,-0.26519700311649785,0.4854446650643898,-1.8303556232349774,-0.722935471299119,-0.34754860301486956,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,5.0,9.950848123895966
48,101.2,176.8,64.8,54.3,2765,164,3.31,3.19,9.0,121.0,4250.0,21,28,bmw,gas,std,four,sedan,rwd,front,ohc,cinco-seis,mpfi,0.3900350001993612,0.21933061270683432,-0.4003558567801439,0.15589841212390362,0.43900581455581317,0.9692369736036948,-0.14433612769097257,-0.1455888903932304,-0.26519700311649785,0.4854446650643898,-1.8303556232349774,-0.722935471299119,-0.34754860301486956,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,5.0,9.9572652582166
49,103.5,189.0,66.9,55.7,3055,164,3.31,3.19,9.0,121.0,4250.0,20,25,bmw,gas,std,four,sedan,rwd,front,ohc,cinco-seis,mpfi,0.7625896292183022,1.1694712163547276,0.5646338697487383,0.7049745806106289,1.0122559354369334,0.9692369736036948,-0.14433612769097257,-0.1455888903932304,-0.26519700311649785,0.4854446650643898,-1.8303556232349774,-0.8606374658322845,-0.7604776362998633,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,5.0,10.109077944602749
50,103.5,189.0,66.9,55.7,3230,209,3.62,3.39,8.0,182.0,5400.0,16,22,bmw,gas,std,four,sedan,rwd,front,ohc,cinco-seis,mpfi,0.7625896292183022,1.1694712163547276,0.5646338697487383,0.7049745806106289,1.358182732520368,2.065911600625162,0.821366021608345,0.453747879664667,-0.5116817089795584,2.0686279790636473,0.4667857944556581,-1.4114454439649466,-1.173406669584857,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,5.0,10.333970423619581
51,103.5,193.8,67.9,53.7,3380,209,3.62,3.39,8.0,182.0,5400.0,16,22,bmw,gas,std,two,sedan,rwd,front,ohc,cinco-seis,mpfi,0.7625896292183022,1.5432970276260312,1.0241527871434422,-0.07941994579897545,1.6546914157347403,2.065911600625162,0.821366021608345,0.453747879664667,-0.5116817089795584,2.0686279790636473,0.4667857944556581,-1.4114454439649466,-1.173406669584857,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,5.0,10.628980909135285
